,address,hotel name,score,url,description,city,category score,lat,lon,description_w,temp.day,humidity,rain,pop
36,"64200 Biarritz, France",Apartment Bellevue Clemenceau-2,8.9,https://www.booking.com/hotel/fr/apartment-bellevue-clemenceau-2.en-gb.html,"['Set in the centre of Biarritz, within 100 m of Grande Plage and 200 m of Plage Pêcheurs, Apartment Bellevue Clemenceau-2 is an accommodation offering sea views. This beachfront property offers access to a balcony, free private parking and free WiFi.', 'The apartment features 1 bedroom, a TV, an equipped kitchen with a dishwasher and a microwave, a washing machine, and 1 bathroom with a shower.', 'Plage Miramar is 600 m from the apartment, while Biarritz La Négresse Train Station is 4.9 km away. The nearest airport is Biarritz Airport, 7 km from Apartment Bellevue Clemenceau-2. ']",Biarritz,9.0,43.4833,-1.5593,light rain,24,47,1,33
37,"2, rue Francis Jammes, 64200 Biarritz, France",Hotel Biarritz Atlantique - Lycée Hotelier - Management School,8.6,https://www.booking.com/hotel/fr/biarritz-atlantique.en-gb.html,"['Located 2.9 km from Rock of the Blessed Virgin in Biarritz and 2 km from Milady Beach, Hotel Biarritz Atlantique is housed in a hotel management school featuring a restaurant and free WiFi. Guests can enjoy the on-site bar. Free private parking is available on site.', 'All rooms come with a flat-screen TV. Certain rooms have a seating area for your convenience. All rooms are fitted with a private bathroom.', 'Guests wishing to enjoy a homemade meal at the on-site restaurant must book their table in advance.', 'Ilbarritz Golf course is 2.4 km away and Biarritz city centre 4 km from the property. The nearest airport is Anglet Airport, 2 km from the property. A63 Motorway is 2.5 km from Hotel Biarritz Atlantique. ']",Biarritz,9.0,43.4833,-1.5593,light rain,24,47,1,33
38,"appartement  907 9e étage Résidence Victoria Surf 21 ter avenue Edouard VII, 64200 Biarritz, France",studio Victoria Surf Biarritz,8.9,https://www.booking.com/hotel/fr/studio-victoria-surf-biarritz.en-gb.html,"['Featuring accommodation with a private pool, city view and a balcony, studio Victoria Surf Biarritz is situated in Biarritz. Located on the beachfront, this property features a seasonal outdoor swimming pool and a casino.', 'With free WiFi, this apartment provides a satellite flat-screen TV, a washing machine and a kitchen with a microwave and fridge. Towels and bed linen are provided.', 'Popular points of interest near the apartment include Grande Plage, Plage Miramar and Plage Pêcheurs. The nearest airport is Biarritz Airport, 5 km from studio Victoria Surf Biarritz. ']",Biarritz,9.0,43.4833,-1.5593,light rain,24,47,1,33
39,"31 31 rue bellevue, 64200 Biarritz, France",Maison Basque,9.5,https://www.booking.com/hotel/fr/maison-basque-biarritz.en-gb.html,"[""You're eligible for a Genius discount at Maison Basque! To save at this property, all you have to do is "", '.', 'Maison Basque, a property with a terrace, is set in Biarritz, 1.3 km from Plage Miramar, 2 km from VVF Beach, as well as 2.1 km from Club Beach. This holiday home features a garden, barbecue facilities, free WiFi and free private parking.', 'The holiday home is fitted with 2 bedrooms, 1 bathroom, bed linen, towels, a flat-screen TV, a fully equipped kitchen, and a patio with garden views.', 'A bicycle rental service is available at the holiday home.', 'Biarritz La Négresse Train Station is 4.2 km from Maison Basque, while Saint Jean de Luz Train Station is 18 km away. The nearest airport is Biarritz Airport, 5 km from the accommodation. ']",Biarritz,10.0,43.4833,-1.5593,light rain,24,47,1,33
40,"3, rue Chalibardon, 64100 Bayonne, France",Premiere Classe Bayonne,5.6,https://www.booking.com/hotel/fr/premiere-classe-bayonne.en-gb.html,"['Premiere Classe Bayonne, easily accessible from the A63 and A64 motorways (exit 6), is situated 5 minutes from the city centre and just 10 minutes from the beach.', 'All of the air-conditioned guestrooms are modern in both design and comfort to provide you with a functional living space. All of the rooms are equipped with free Wi-Fi access and a private bathroom with shower.', 'Hotel Premiere Classe Bayonne has free private parking. Visit the nearby cities of Biarritz, Bayonne and Anglet and enjoy the Basque and Landes coasts. Ikea in Bayonne is 2 km away. ']",Bayonne,6.0,43.4945,-1.4737,scattered clouds,25,44,1,35
41,"26 rue des Cordeliers, 64100 Bayonne, France",Cozy Basque one-bedroom apartment near the Nive river in Bayonne - Welkeys,5.9,https://www.booking.com/hotel/fr/cozy-basque-one-bedroom-apartment-near-the-nive-river-in-bayonne-welkeys.en-gb.html,"['Cozy Basque one-bedroom apartment near the Nive river in Bayonne - Welkeys is located in Bayonne, 7.7 km from Biarritz La Négresse Train Station, 21 km from Saint Jean de Luz Train Station, and 22 km from Saint-Jean-Baptiste Church. Featuring river and city views, this apartment also provides guests with free WiFi.', 'The apartment comes with 1 bedroom, a kitchen with microwave and fridge, and 1 bathroom with a shower, a hairdryer and a washing machine. Towels and bed linen are featured.', 'Hendaye Train Station is 35 km from the apartment, while FICOBA is 35 km away. The nearest airport is Biarritz Airport, 7 km from Cozy Basque one-bedroom apartment near the Nive river in Bayonne - Welkeys. ']",Bayonne,6.0,43.4945,-1.4737,scattered clouds,25,44,1,35
42,"Rond Point de Maignon, Avenue Du 8 Mai 1945, 64100 Bayonne, France",Hotel Restaurant Les Genets,7.1,https://www.booking.com/hotel/fr/restaurant-les-genets.en-gb.html,"[""You're eligible for a Genius discount at Hotel Restaurant Les Genets! To save at this property, all you have to do is "", '.', 'Located 1.5 km from the A63 motorway outside of Bayonne, Hotel Restaurant Les Genets offers soundproofed guest rooms and local specialities are served in the restaurant.', 'The rooms at the Hotel Restaurant Les Genets include an LCD TV, free Wi-Fi and air conditioning. They are decorated in neutral shades and feature stylish wooden furnishings.', 'A buffet breakfast is served every morning in the dining room at this hotel.', 'Free parking is provided on site, and the centre of Anglet is 3 km away. The beaches of Biarritz are only a 15-minute drive away. ']",Bayonne,7.0,43.4945,-1.4737,scattered clouds,25,44,1,35
43,"2/4 rue Pontrique, 64100 Bayonne, France",Temporesidence Chateauneuf,7.3,https://www.booking.com/hotel/fr/temporesidence-chateauneuf.en-gb.html,"[""You're eligible for a Genius discount at Temporesidence Chateauneuf! To save at this property, all you have to do is "", '.', 'Located in the Aquitaine region, this residence features modern accommodation with wired internet access and a flat-screen TV with cable channels. The sandy beaches of Biarritz are just 8 km away.', 'The soundproofed accommodations feature a seating and dining area. The kitchenettes are equipped with a microwave, fridge and coffee maker. All accommodations have a private bathroom.', 'The Temporesidence Chateauneuf is set in the lively historic centre and Bayonne Train Station is 1 km away. Saint André Church is 210 m from the residence. Public parking is available nearby. ']",Bayonne,7.0,43.4945,-1.4737,scattered clouds,25,44,1,35
44,"Avenue Du Grand Basque, 64100 Bayonne, France",Campanile Bayonne,6.6,https://www.booking.com/hotel/fr/campanile-bayonne.en-gb.html,"['Located a 5-minute drive from the the centre of Bayonne at the foot of the Pyrenees and in the heart of the Basque Country, Campanile Bayonne offers rooms with a flat-screen TV and free Wi-Fi access.', 'Each air-conditioned room at the Campanile Bayonne is decorated in green and chocolate tones. Tea and coffee making facilities are provided and each room has a private bathroom.', 'A buffet breakfast and a seasonal menu are served in the modern restaurant or on the terrace. The restaurant features an all-you-can-eat buffet with regional dishes. Guests can also enjoy a drink at the hotel’s lounge bar or terrace.', ""The hotel's common lounge has a large screen TV with Canal Satellite channels. Free private parking is provided. Guests can visit the nearby monuments such as the underground city of medieval origin and more than 130 different caves ""]",Bayonne,7.0,43.4945,-1.4737,scattered clouds,25,44,1,35
45,"26, rue Port Neuf, 64100 Bayonne, France",Hôtel des Arceaux,7.2,https://www.booking.com/hotel/fr/des-arceaux.en-gb.html,"['Set in a pedestrianised area of Bayonne’s historical centre, this charming hotel is housed in a 17th-century building. All the rooms are uniquely decorated and include free WiFi internet access.', 'Some rooms feature a private bathroom while other have access to a shared bathroom and toilet.', 'You can reach the attractions of Bayonne on foot thanks to the central location of the Hôtel des Arceaux.', 'The hotel is ideal for exploring the Basque country. Explore the mountains, beaches and countryside in the area surrounding the Hôtel des Arceaux. ']",Bayonne,7.0,43.4945,-1.4737,scattered clouds,25,44,1,35
46,"29 Rue Du Colonel Melville Lynch, 64100 Bayonne, France",B&B HOTEL Bayonne,7.2,https://www.booking.com/hotel/fr/b-amp-b-bayonne.en-gb.html,"['Featuring free WiFi and soundproofed bedrooms, B&B HOTEL Bayonne is situated in Bayonne, just 3 km from Biarritz Airport. Free private parking is available on site.', 'Each room includes a flat-screen TV with cable channels, air conditioning, a desk and a private bathroom.', 'In the morning, a buffet breakfast is available, including bread, jam, compote, eggs, bacon and hot drinks.', 'Sainte Marie Cathedral is 3.3 km from B&B HOTEL Bayonne, while Basque Coast Hospital Centre is 2.3 km from the property. ']",Bayonne,7.0,43.4945,-1.4737,scattered clouds,25,44,1,35
47,"2 rue Maubec, 64100 Bayonne, France",Hotel Cote Basque,7.8,https://www.booking.com/hotel/fr/cote-basque.en-gb.html,"[""You're eligible for a Genius discount at Hotel Cote Basque! To save at this property, all you have to do is "", '.', 'This hotel sits in the heart Bayonne’s historical town, in front of the Saint Esprit bridge. It offers free Wi-Fi and en suite rooms.', 'Guest rooms at the Hotel Cote Basque are equipped with satellite TV, air conditioning and are accessible by lift. Hairdryers can be requested.', 'A full buffet breakfast is served every morning.', 'The hotel is 100 m from Bayonne train station,  5 km from Biarritz and 30 km from San Sebastien. A public car park is available nearby at an extra cost. ']",Bayonne,8.0,43.4945,-1.4737,scattered clouds,25,44,1,35
48,"1 chemin de Hayet, 64100 Bayonne, France",Hotel Loreak,7.9,https://www.booking.com/hotel/fr/comfort-bayonne-biarritz.en-gb.html,"['Hotel Loreak is located 2 km from Bayonne city centre and offers en-suite accommodation with free Wi-Fi internet access and a flat-screen TV.', 'Renovated in May 2020, rooms at the Hotel Loreak are also air-conditioned and come with a work desk. There is a hairdryer in the private bathroom and all rooms are serviced by a lift.', 'The restaurant offers regional cuisine with a buffet service, and set menus are also available. Guest can also relax with a drink in the lounge.', 'Free on-site parking is available at the Hotel Loreak and the beaches of Biarritz and Anglet are just 8 km away. The hotel is serviced by the A63 motorway. ']",Bayonne,8.0,43.4945,-1.4737,scattered clouds,25,44,1,35
49,"8 Rue Sainte-Catherine, 64100 Bayonne, France",Hostel 20 Bayonne,7.8,https://www.booking.com/hotel/fr/hostel-20-bayonne.en-gb.html,"['Featuring a bar and a shared lounge, Hostel 20 Bayonne is located in Bayonne, 15 km from Biarritz La Négresse Train Station and 25 km from Saint Jean de Luz Train Station. Among the facilities at this property are a 24-hour front desk and a shared kitchen, along with free WiFi throughout the property. The accommodation provides evening entertainment and room service.', 'All units include bed linen.', 'A continental breakfast is available daily at the hostel.', 'Hostel 20 Bayonne offers a terrace.', 'Saint-Jean-Baptiste Church is 26 km from the accommodation, while Hendaye Train Station is 39 km away. The nearest airport is Biarritz Airport, 8 km from Hostel 20 Bayonne. ']",Bayonne,8.0,43.4945,-1.4737,scattered clouds,25,44,1,35
50,"40 Chemin du Moulin de Habas, 64100 Bayonne, France",Appart'Hôtel Bellevue,8.5,https://www.booking.com/hotel/fr/appart-39-bellevue.en-gb.html,"[""Set in a garden, Appart'Hôtel Bellevue is located in Bayonne with Saint-Marie Cathedral just 2.4 km from the property. Free private parking and free WiFi access are available on site."", 'The accommodation has a seating area and a dining area with a TV and a DVD player. There is also a kitchenette, equipped with an oven, microwave and toaster as well as a refrigerator and stovetop. The bathroom is fitted with a shower and bed linen and towels are provided for free.', ""Bike hire is available at the property and the area is popular for cycling and hiking. Ansot Park is 3.2 km from Appart'Hôtel Bellevue, while Jardin Botanique is 1.4 km away. The nearest airport is Biarritz - Anglet - Bayonne Airport, 7 km from the property. ""]",Bayonne,8.0,43.4945,-1.4737,scattered clouds,25,44,1,35
51,"6 avenue du Grand Basque, 64100 Bayonne, France",ibis budget Bayonne,7.7,https://www.booking.com/hotel/fr/ibis-budget-bayonne.en-gb.html,"['Located 2 km from Bayonne historic centre and train station, and 8 km from the beaches, ibis budget Bayonne has a 24-hour front desk, free Wi-Fi and free parking.', 'The air-conditioned rooms all have a private shower room. Pets are welcomed at the property yet an additional fee of 10 EUR per animal per night will apply.', 'There is a Courtepaille Restaurant on site offering traditional food and a grill on the terrace. A continental breakfast can be served in the breakfast room or on the terrace and includes pastries, fruit juice, brioche, cake, yogurts, compote, cheese and hot drinks.', 'Biarritz-Anglet-Bayonne Airport is 7 km from ibis budget Bayonne and the A63 highway is 500 m away. The Basque Museum is 2 km away. ']",Bayonne,8.0,43.4945,-1.4737,scattered clouds,25,44,1,35
52,"9 rue Sabaterie, 64100 Bayonne, France",Temporesidence Cathedrale,7.9,https://www.booking.com/hotel/fr/temporesidence-cathedrale.en-gb.html,"[""You're eligible for a Genius discount at Temporesidence Cathedrale! To save at this property, all you have to do is "", '.', 'Located in Bayonne, Temporesidence Cathedrale is just 2.5 km from the train station and 6 km from Biarritz. It offers spacious apartments and studios with a fully equipped kitchenette.', 'All of the soundproof apartments and studios feature an LCD cable TV and a separate seating area. Each has a microwave, fridge and hotplates to prepare meals which can then be eaten in the dining area. There is free Wi-Fi access in the rooms.', 'All of the rooms at Temporesidence Cathedrale are serviced by a lift and the residence also has laundry facilities and luggage storage. Public parking is available at a nearby location.', 'Local activities include hiking and the town offers many attractions such as Bayonne castle, the Basque Museum and Saint André’s Church. ']",Bayonne,8.0,43.4945,-1.4737,scattered clouds,25,44,1,35
53,"1 Avenue Jean Rostand , 64100 Bayonne, France",Hôtel Le Bayonne,7.8,https://www.booking.com/hotel/fr/le-bayonne-ha-tel.en-gb.html,"[""You're eligible for a Genius discount at Hôtel Le Bayonne! To save at this property, all you have to do is "", '.', 'Set in central Bayonne in the Aquitaine region, Hôtel Le Bayonne offers a seasonal, heated outdoor swimming pool. Guests are invited to use the hammam.', 'Free fibre-optic Internet access and a flat-screen TV with satellite channels are provided in each of Hôtel Le Bayonne rooms. They are all air-conditioned and include work desks and telephones.', 'Traditional cuisine is proposed in the restaurant at Hôtel Le Bayonne, and drinks are served in the bar. Breakfast can be enjoyed daily in the breakfast area or in the comfort of guest rooms.', 'Bayonne Train Station is 3 km away and private parking is available with a supplement. The hotel is 7.6 km from Biarritz and 5.5 km from the Biarritz-Anglet-Bayonne Airport. ']",Bayonne,8.0,43.4945,-1.4737,scattered clouds,25,44,1,35
54,"44 Rue Port Neuf, 64100 Bayonne, France",Hotel Le Port Neuf,8.2,https://www.booking.com/hotel/fr/le-port-neuf.en-gb.html,"['Hotel Le Port Neuf is located in the historical centre, 100 m from Bayonne Cathedral and 300 m from the Basque Museum. It offers free Wi-Fi access and an onsite bar with a terrace.', 'The rooms at Hotel Le Port Neuf are decorated in a contemporary style and include a flat-screen TV. There is also an en suite bathroom, which is complete with a hairdryer.', 'A continental breakfast is served every morning from 8:00 to 10.00, and local gastronomic restaurants can be found 300 m from the property. The property also boasts an on-sit wine bar.', 'The hotel is also ideally located a 10-minute walk from the train station. ']",Bayonne,8.0,43.4945,-1.4737,scattered clouds,25,44,1,35
55,"46 Boulevard Alsace Lorraine, 64100 Bayonne, France",ibis Bayonne Centre,7.9,https://www.booking.com/hotel/fr/ibis-bayonne.en-gb.html,"['Located a 5-minute walk from the centre of Bayonne, this ibis hotel is set on the banks of the Adour River, just 600 m from the train station. It offers air-conditioned guest rooms and a furnished terrace.', 'The rooms at ibis Bayonne have a desk, a flat-screen TV and a telephone. Each room also features a private bathroom with a shower.', 'A buffet breakfast composed of sweet and savoury dishes such as eggs, fruit salad, yogurts and juices is served every day. Pastries baked on site and fresh French Madeleine cakes are also on offer, as well as a hot beverage and a piece of fruit to take away. Outside of regular breakfast hours guests can also enjoy a lighter option, available from 04:00.', 'At the ibis Bayonne, you can also relax with a drink from the bar and dine at the on-site restaurant.', 'Other facilities include a 24-hour reception, 2 meeting rooms and a lift. Free Wi-Fi is available throughout this property. Private parking is possible on site, with an additional cost, and Biarritz Parme Airport is 8 km from the hotel. ']",Bayonne,8.0,43.4945,-1.4737,scattered clouds,25,44,1,35
56,"22, boulevard du BAB, 64100 Bayonne, France",Okko Hotels Bayonne Centre,8.2,https://www.booking.com/hotel/fr/okko-hotels-bayonne-centre.en-gb.html,"['Set in Bayonne, just 700 m from the city centre and Ste Marie Cathedral, Okko Hotels Bayonne Centre features air-conditioned rooms with free WiFi throughout the property. Private parking is available on site at an extra cost and subject to availability.', 'All the rooms have a flat-screen TV and a coffee machine. A hairdryer and free toiletries are provided in the private bathroom.', 'A buffet breakfast is served every morning. Soft drinks are also included throughout the day free of charge in the lounge, and in the evening guests are offered an appetiser buffet with antipasti, fresh vegetables, dips and seasonal products.', 'You will find a 24-hour front desk at the property. Okko Hotels Bayonne Centre also has a Club Area set on the top floor with panoramic views of the city, Adour River and Rhune Mountain.', 'Bayonne Arenes Bullring is 600 m away and Ansot Park just 1.6 km away. Okko Hotels Bayonne Centre L’Okko is located 5 km from the Ocean beaches. The nearest airport is Biarritz - Anglet - Bayonne Airport, 4 km from the property. ']",Bayonne,8.0,43.4945,-1.4737,scattered clouds,25,44,1,35
57,"7 Rue Frédéric Bastiat, 64100 Bayonne, France",Hôtel Villa KOEGUI Bayonne,9.0,https://www.booking.com/hotel/fr/villa-koegui-bayonne.en-gb.html,"['Hôtel Villa KOEGUI Bayonne has a restaurant, fitness centre, a bar and shared lounge in Bayonne. This property also provides guests with a terrace. The accommodation offers a 24-hour front desk, room service and free WiFi throughout the property.', 'All guest rooms come with air conditioning, a flat-screen TV with satellite channels, a kettle, a hairdryer and a desk. At the hotel all rooms have a wardrobe and a private bathroom.', 'Buffet and American breakfast options are available every morning at Hôtel Villa KOEGUI Bayonne.', 'The accommodation offers a sauna. Guests at Hôtel Villa KOEGUI Bayonne will be able to enjoy activities in and around Bayonne, like hiking and cycling.', 'Popular points of interest near the accommodation include Saint Marie Cathedral, Ansot Park and Musee Bonnat-Helleu, Museum of Fine Arts Bayonne. The nearest airport is Biarritz Airport, 7 km from Hôtel Villa KOEGUI Bayonne. ']",Bayonne,9.0,43.4945,-1.4737,scattered clouds,25,44,1,35
58,"12 Chemin de Jacquette, 64100 Bayonne, France",Villa la Renaissance,9.3,https://www.booking.com/hotel/fr/villa-la-renaissance-bayonne.en-gb.html,"['Villa la Renaissance offers rooms in Bayonne, 600 m from Ansot Park and 1.2 km from Saint Marie Cathedral. Featuring room service, this property also provides guests with a terrace. Guyenne et Gascogne Headquarters is 700 m from the hotel and Musee Bonnat-Helleu, Museum of Fine Arts Bayonne is 1.1 km away.', 'Guest rooms in the hotel are equipped with a kettle. Every room has a desk and a flat-screen TV, and some units at Villa la Renaissance have a balcony. All guest rooms have a private bathroom with a shower and a hairdryer.', 'A continental breakfast is available each morning at the property.', 'Popular points of interest near the accommodation include Bayonne Town Hall, Jardin Botanique and Pyrenees Atlantiques Prefecture. The nearest airport is Biarritz Airport, 5 km from the property. ']",Bayonne,9.0,43.4945,-1.4737,scattered clouds,25,44,1,35
59,"9 Rue des Faures, 64100 Bayonne, France",Maison d'hôtes City Break MIRADOUR,8.7,https://www.booking.com/hotel/fr/city-break-miradour.en-gb.html,"[""Set in Bayonne, Maison d'hôtes City Break MIRADOUR has well-equipped accommodation featuring free WiFi, 8.3 km from Biarritz La Négresse Train Station and 22 km from Saint Jean de Luz Train Station."", 'The bed and breakfast offers a seating area with a flat-screen TV and a private bathroom with a hairdryer, free toiletries and shower. A fridge is also featured, as well as a kettle and a coffee machine.', ""Guests at Maison d'hôtes City Break MIRADOUR can enjoy a continental breakfast."", 'Guests at the accommodation can enjoy darts on site, or go hiking or cycling in the surroundings.', ""Saint-Jean-Baptiste Church is 23 km from Maison d'hôtes City Break MIRADOUR, while Hendaye Train Station is 36 km away. The nearest airport is Biarritz Airport, 8 km from the bed and breakfast. ""]",Bayonne,9.0,43.4945,-1.4737,scattered clouds,25,44,1,35
60,"17 Rue de la République, 84000 Avignon, France",Hôtel Danieli,7.4,https://www.booking.com/hotel/fr/hoteldanieli.en-gb.html,"[""The Danieli Hotel is situated at the heart of Avignon Old Town, 400 m from the Palais des Papes and a 10-minute walk from the Pont d'Avignon bridge. The paintings seen throughout this hotel are by Yvan Osscini."", 'The hotel offers air-conditioned guest rooms featuring a flat-screen TV, desk and wardrobe. The private bathroom includes a bath or shower and a hairdryer.', 'Breakfast is offered at this property and a vending machine is available for other snacks. Groceries and restaurants can be found within 150 m of the hotel.', 'Avignon Central Train Station is 10 minutes walk away.', 'We do not have a parking and we recommend the public parking at the Palais des Papes, a 5-minute walk from the hotel, at a price of €17 for 24 hours. The entrance is located outside next to the Avignon bridge. ']",Avignon,7.0,43.9492,4.8059,scattered clouds,24,52,16,47
61,"46-48 Rue Carnot, 84000 Avignon, France",CLIMATISATION-Hypercentre-PARKING-COSY CARNOT-AVIGNONSMILE,8.5,https://www.booking.com/hotel/fr/hypercentre-cosy-carnot-avignonsmile.en-gb.html,"[""You're eligible for a Genius discount at CLIMATISATION-Hypercentre-PARKING-COSY CARNOT-AVIGNONSMILE! To save at this property, all you have to do is "", '.', 'Right in the heart of Avignon, situated within a short distance of Papal Palace and Avignon Central Station, CLIMATISATION-Hypercentre-PARKING-COSY CARNOT-AVIGNONSMILE offers free WiFi, air conditioning and household amenities such as a fridge and kettle. The property features city views and is 5.8 km from Avignon TGV Train Station and 11 km from Parc des Expositions Avignon.', 'The apartment has 1 bedroom, a flat-screen TV with cable channels, an equipped kitchen with a dishwasher and a microwave, a washing machine, and 1 bathroom with a shower. Towels and bed linen are available.', 'Arles Amphitheatre is 39 km from the apartment, while Parc Expo Nîmes is 45 km from the property. The nearest airport is Avignon-Provence Airport, 11 km from CLIMATISATION-Hypercentre-PARKING-COSY CARNOT-AVIGNONSMILE. ']",Avignon,8.0,43.9492,4.8059,scattered clouds,24,52,16,47
62,"6, Rue de la République, 84000 Avignon, France",Régina Boutique Hotel,8.5,https://www.booking.com/hotel/fr/hotelreginaavignon.en-gb.html,"[""You're eligible for a Genius discount at Régina Boutique Hotel! To save at this property, all you have to do is "", '.', 'Régina is a hotel located on the main street in Avignon and just a 5-minute walk from the Palais des Papes.', 'The rooms are decorated in warm tones and also come with a flat-screen TV with satellite channels including Canal+, and a telephone. Free WiFi access is available and some rooms have a balcony. The private bathroom features a bath or shower.', 'A buffet breakfast is available every morning in the dining room.', 'Guests can also buy local produce on site, including jams, olive oil and biscuits.', 'Additional facilities at this hotel include a 24-hour reception and a lift, which serves most of the rooms. The property is a 10-minute walk from Avignon Train Station. ']",Avignon,8.0,43.9492,4.8059,scattered clouds,24,52,16,47
63,"31/33 Rue De La République, 84000 Avignon, France",Hôtel Central,8.0,https://www.booking.com/hotel/fr/central-avignon.en-gb.html,"[""You're eligible for a Genius discount at Hôtel Central! To save at this property, all you have to do is "", '.', 'Located in the heart of the Old Town of Avignon, Hôtel Central offers comfortable guest rooms with free WiFi internet access. A garden and a bar are available on site.', 'All of the guest rooms are air-conditioned and have a TV and a private bathroom with bath or shower.', 'A continental breakfast with fresh fruit, French pastries and hot or cold beverages is available. It can be enjoyed on the flowered terrace in the summer months.', ""The Central Hotel is a 10-minute walk from the Palais des Papes and the Pont d'Avignon. Avignon Central Station is 500 m from the property. ""]",Avignon,8.0,43.9492,4.8059,scattered clouds,24,52,16,47
64,"24 Rue de la Bonneterie, 84000 Avignon, France",Charming 2br with AC a stone's throw from Les Halles d'Avignon Welkeys,8.0,https://www.booking.com/hotel/fr/charming-2br-with-ac-a-stone-39-s-throw-from-les-halles-d-39-avignon-welkeys.en-gb.html,"[""In the heart of Avignon, set within a short distance of Papal Palace and Avignon Central Station, Charming 2br with AC a stone's throw from Les Halles d'Avignon Welkeys offers free WiFi, air conditioning and household amenities such as a fridge and kettle. The property features city views and is 5.4 km from Avignon TGV Train Station and 11 km from Parc des Expositions Avignon."", 'The apartment has 2 bedrooms, a TV, an equipped kitchen with a dishwasher and a microwave, a washing machine, and 1 bathroom with a shower. Towels and bed linen are offered in the apartment.', ""Arles Amphitheatre is 38 km from the apartment, while Parc Expo Nîmes is 44 km from the property. The nearest airport is Avignon-Provence Airport, 12 km from Charming 2br with AC a stone's throw from Les Halles d'Avignon Welkeys. ""]",Avignon,8.0,43.9492,4.8059,scattered clouds,24,52,16,47
65,"21 rue du Portail Magnagen, 84000 Avignon, France",Charming and large duplex flat with beautiful terrace in Avignon,7.8,https://www.booking.com/hotel/fr/charming-and-large-duplex-flat-with-beautiful-terrace-in-avignon.en-gb.html,"['Right in the centre of Avignon, situated within a short distance of Avignon Central Station and Papal Palace, Charming and large duplex flat with beautiful terrace in Avignon offers free WiFi, air conditioning and household amenities such as a fridge and kettle. This apartment is 38 km from Arles Amphitheatre and 44 km from Parc Expo Nîmes.', 'The apartment has 3 bedrooms, a kitchen with dishwasher and microwave, and 2 bathrooms with a shower, a hairdryer and a washing machine. Towels and bed linen are offered.', 'The apartment features a terrace.', 'Avignon TGV Train Station is 5.1 km from Charming and large duplex flat with beautiful terrace in Avignon, while Parc des Expositions Avignon is 10 km from the property. The nearest airport is Avignon-Provence Airport, 10 km from the accommodation. ']",Avignon,8.0,43.9492,4.8059,scattered clouds,24,52,16,47
66,"34, bd Saint-Roch, 84000 Avignon, France",Avignon Grand Hotel,8.2,https://www.booking.com/hotel/fr/avignongrandhotel.en-gb.html,"[""You're eligible for a Genius discount at Avignon Grand Hotel! To save at this property, all you have to do is "", '.', 'Avignon Grand Hotel is ideally located just outside the city’s Middle Age walls, just 70 m from Avignon Central Station. It is a 15-minute walk from Palais des Papes and offers a small rooftop pool. Free WiFi is available throughout.', 'The non-smoking rooms and suites come with a seating area, a safe, a flat-screen TV and tea and coffee making facilities. The bathroom facilities include a bath, a shower and free toiletries. Some suites feature a balcony or a terrace and offer views of the property building, the Mediterranean garden or the fortified city of Avignon.', 'Breakfast is available on a morning, which can be enjoyed on the private garden patio, weather permitting, or in the breakfast room which features large windows. It can also be served in the guest room for an additional charge. In the evening, In the evening, guests can dine in Le Saint Louis restaurant, which is 300 m away.', 'Additional facilities at Avignon Grand Hotel include a 24-hour front desk and a bar.', ""Pont d'Avignon is 1.4 km away. A public underground car park is available for an additional charge and can be accessed directly from the hotel. ""]",Avignon,8.0,43.9492,4.8059,scattered clouds,24,52,16,47
67,"6 Route de Lyon , 84000 Avignon, France",ApartHotel Sainte-Marthe,7.8,https://www.booking.com/hotel/fr/ra-c-sidence-sainte-marthe.en-gb.html,"[""You're eligible for a Genius discount at ApartHotel Sainte-Marthe! To save at this property, all you have to do is "", '.', ""Located opposite the Université Sainte Marthe, just a 15-minute walk from the Palais des Papes and the historical centre of Avignon, Apart'Hotel Sainte-Marthe offers self-catering apartments and free WiFi access throughout. Splashworld Waterpark is 23 km away."", 'The air-conditioned apartments feature a flat-screen TV, a wardrobe, a fully-equipped kitchenette, and the private bathrooms are complete with a shower or bathtub.', 'Some apartments have a terrace with views of Avignon, and some apartments have easy access for people with reduced mobility.', 'A continental buffet breakfast is available onsite daily from 07:30 to 10:00, upon reservation and for an extra charge.', ""Apart'Hotel Sainte-Marthe is a 5-minute drive from Avignon Train Station, free public parking is possible nearby and private parking is available on site with a supplement."", ""If you are arriving by foot, you can access the property via boulevard Limbert. If you are arriving by car, the Apart'Hotel can be accessed via rue du Théâtre. ""]",Avignon,8.0,43.9492,4.8059,scattered clouds,24,52,16,47
68,"29 boulevard Raspail, 84000 Avignon, France",Hotel d'Angleterre,7.5,https://www.booking.com/hotel/fr/d-angleterre-avignon.en-gb.html,"[""Situated in Avignon’s city centre, Hotel d'Angleterre features free WiFi access. There is a 24-hour reception. Avignon Centre Train Station is 10 minutes' walk away."", ""The air-conditioned guestrooms at d'Angleterre come with a flat-screen satellite TV and a private bathroom. They are decorated in a contemporary style."", 'A continental breakfast is served daily in the lounge area. Newspapers and refreshments are also provided throughout the day.', ""Pont d'Avignon is 1.2 km from Hotel d'Angleterre. The nearest airport is Avignon Caumont Airport, 10 km from Hotel d'Angleterre. ""]",Avignon,8.0,43.9492,4.8059,scattered clouds,24,52,16,47
